id,name,artists,album,duration_ms,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,rating,playlist_type
5cE201rNvIkryS8N1dJ5nR,Now That I Found You,Carly Rae Jepsen,Now That I Found You / No Drug Like Me,200318,23,0.0145,0.611,0.737,0.0,0,0.107,-5.154,0,0.0476,124.169,4,0.574,2,party
12VVXFEYxro5C61KyWee9C,Thousand (feat. Lisa Hannigan),Rosie Carney,Thousand (feat. Lisa Hannigan),206440,23,0.943,0.676,0.198,0.0132,1,0.104,-13.91,1,0.0333,118.004,4,0.125,2,sleep
2JS1a0xxzAdfrSfypLJzIr,Body Good (feat. Nicky Jam),Shaggy,Wah Gwaan?!,204000,54,0.107,0.805,0.811,2.22e-05,6,0.0583,-5.046,0,0.085,100.052,4,0.235,3,workout
0eJiuthkwMbYtPvc2LTFwT,PUSH,DDG,PUSH,123137,67,0.154,0.593,0.74,0.000372,9,0.0972,-6.766,1,0.775,212.08,5,0.797,4,workout
0NJp8GyCOWnQh71xKSPfuV,Freaky,Tory Lanez,Freaky,173926,75,0.00202,0.966,0.563,0.0,8,0.105,-5.764,1,0.0618,104.991,4,0.363,4,workout
4t1GRQrFiv50HmjYbUXooo,Solitude Island,Calm Shores,Fall Of A Raindrop,236529,12,0.991,0.431,0.0561,0.921,0,0.104,-23.904,1,0.035,130.093,4,0.0395,1,workout
7uQmJ1jgNzBpATSoWKSPFu,Ya No Tiene Novio,Sebastian Yatra,Ya No Tiene Novio,198933,79,0.048,0.632,0.832,0.0,7,0.0705,-1.948,0,0.154,182.184,4,0.784,4,party
19umVTVtQDDhqjnJjsSByX,Waking Up Is Hard Sometimes,a boy with a balloon,Waking Up Is Hard Sometimes,136000,60,0.563,0.664,0.406,0.496,10,0.106,-11.968,1,0.0337,105.036,3,0.289,3,focus
5hkeScB45bH6nxWiGhLbpt,Distant Fortune,Daniel Kaede,Yellow Hills,201865,12,0.963,0.695,0.236,0.897,7,0.116,-14.67,1,0.0458,121.309,4,0.404,1,focus
6ksMjdec8b6C45TUawkAdu,Crash Into Me,Steve Aoki,Crash Into Me,226092,60,0.00246,0.672,0.815,0.0,1,0.577,-6.476,0,0.0981,115.033,4,0.341,3,party
1TjW3jIJQ3DmvBGTRWAFJ1,Figure Out,Klaas,Figure Out,158880,57,0.017,0.645,0.893,0.000126,10,0.321,-5.245,0,0.0537,124.923,4,0.773,3,workout
1CAALs08dWg3BxFMaaS8qK,Nonchalant,6LACK,Nonchalant,183454,4,0.321,0.568,0.368,0.000618,11,0.121,-12.486,0,0.447,79.697,4,0.0544,1,sleep
5lZCrTVKG8d7ydCrSsbjYq,Wuhwah,Guustavv,Vin,116482,51,0.739,0.696,0.493,0.0221,9,0.108,-9.825,0,0.149,142.979,4,0.486,3,focus
7JSqxtiYoM5UwXQ8X89Rit,Kairi,Lost Son,Kairi,85247,60,0.478,0.539,0.316,0.807,8,0.14,-13.852,1,0.0532,86.007,4,0.258,3,focus
4iJpcnfQND6NmbaWVS7rOX,Fade Into You,Mellancolia,Fade Into You,106144,58,0.983,0.337,0.0702,0.897,0,0.101,-24.412,1,0.0417,84.868,4,0.239,3,focus
0LRcLz3D9bHLPPVegJoFZL,Linger,Alexander Molina,Linger,163012,67,0.982,0.291,0.027,0.892,0,0.137,-27.265,0,0.0426,72.176,3,0.177,4,focus
4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",Ariana Grande,"thank u, next",190440,86,0.0421,0.726,0.554,0.0,5,0.106,-5.29,0,0.0917,169.999,4,0.335,5,party
4xh7W7tlNMIczFhupCPniY,Go Your Own Way - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),223613,74,0.0167,0.586,0.941,0.000776,5,0.068,-5.139,1,0.0375,135.448,4,0.831,4,sleep
42UaTVeWaNaME7ttu61ykG,Classic (feat. POWERS),The Knocks,Classic (feat. POWERS),248516,58,0.00474,0.63,0.942,0.000744,2,0.326,-3.195,1,0.0485,101.996,4,0.543,3,party
7dQC53NiYOY9gKg3Qsu2Bs,All Out of Love,Air Supply,Lost in Love,243000,67,0.313,0.512,0.262,5.51e-06,0,0.456,-16.875,1,0.0276,108.381,4,0.357,4,sleep
4raMIjIjMc8JohHth7l9lG,Bruises - Steve Void Remix,Lewis Capaldi,Bruises EP,212280,61,0.241,0.79,0.746,0.0,9,0.316,-5.96,1,0.0502,124.971,4,0.538,4,party
2zVKBq3LmpAAGX6ufjchsL,Mirror,Ciaran Delany,Mirror,182031,54,0.976,0.75,0.224,0.909,1,0.126,-15.711,1,0.0581,119.94,3,0.453,3,focus
24lMtPOCzP5g4hrg3NklLa,Just The Way You Are,Bruno Mars,Just The Way You Are,220733,23,0.0151,0.637,0.843,0.0,5,0.0876,-5.413,1,0.0432,109.012,4,0.434,2,sleep
6nMNpGl4VvMhtYigbbOmBu,Leave It All Behind,Sleeping With Sirens,Leave It All Behind,198248,65,0.00402,0.555,0.925,0.000345,2,0.122,-4.008,0,0.121,97.495,4,0.308,4,workout
4PvbbMYL4fkToni5BLaYRb,Softly,Clairo,Immunity,185306,71,0.33,0.759,0.436,0.0113,0,0.102,-11.233,0,0.0419,94.03,4,0.782,4,sleep
5OusUgzHz6Ulb3GZT7WUo5,Watching You,Rodney Atkins,If You're Going Through Hell,235426,69,0.105,0.625,0.848,0.0,2,0.23,-4.008,1,0.0314,137.993,4,0.716,4,party
1Ob3SB471D3zmRFmd4wGXs,Separation,Emilie Levienaise-Farrouch,Only You,160620,52,0.992,0.329,0.0338,0.762,1,0.12,-27.665,0,0.0419,127.515,3,0.101,3,focus
7z26zb4aVHvPWZPv6vzqQS,"Hurry, She's on Her Way",Clark Fox,Hope for the Living,104624,53,0.858,0.654,0.0526,0.897,6,0.112,-19.398,0,0.102,94.394,4,0.197,3,focus
5nPdMALTEd7HOjn16oNf2X,Don't Go Breaking My Heart,Elton John,Rock Of The Westies (Remastered),275440,26,0.149,0.729,0.844,2.87e-06,5,0.0604,-8.824,1,0.0344,131.459,4,0.777,2,sleep
6WnOk6l8nfYrGKWwO2JHuz,Paths,N.Musicbeatz,Paths,167384,58,0.876,0.812,0.126,0.408,7,0.0622,-13.783,0,0.283,76.082,4,0.589,3,focus
0D2NQGump2lZJpXMyGKE84,Before I Disappear,Aaron Flemming,Before I Disappear,109573,56,0.975,0.597,0.0225,0.896,9,0.104,-13.655,1,0.0621,87.691,4,0.283,3,focus
26J61MmE6YCWqIyROZdEgL,Ten Rounds with Jose Cuervo - Recall Mix,Tracy Byrd,Ten Rounds,182453,61,0.00504,0.681,0.864,0.0,2,0.212,-7.839,1,0.0347,127.079,4,0.931,4,party
0KN1zd8K3MTPQyix892mCf,Shifts Of Light,Avery Young,Still Waters,261613,60,0.931,0.455,0.216,0.921,3,0.0839,-20.107,1,0.0363,171.936,4,0.179,3,focus
7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),fun.,Some Nights (Spotify Exclusive),250626,72,0.02,0.378,0.638,7.66e-05,10,0.0849,-5.576,1,0.075,184.086,4,0.735,4,sleep
4NmE2ytXI8S2svTRSmEdpO,Small Talk,Katy Perry,Small Talk,161962,83,0.203,0.846,0.631,0.0,5,0.455,-5.547,1,0.1,115.999,4,0.602,5,party
56oqWZUaA8ZmHQCH3lCRI3,Make Believe,Quintino,Make Believe,194531,61,0.03,0.587,0.882,0.116,0,0.195,-5.838,1,0.0427,127.97,4,0.0653,4,workout
2hkTQNIYPFv0r8dk1OdYLg,The First Rain,Michel Brown,The First Rain,136063,63,0.982,0.368,0.0515,0.906,9,0.106,-22.947,0,0.0409,74.03,1,0.0386,4,focus
0dQbpmX2kFHAREmTttkmIj,Water Lily,Jobii,Water Lily,143013,43,0.239,0.732,0.761,0.675,1,0.0714,-9.627,0,0.101,148.046,4,0.46,3,focus
2PmHbcDaBmWr3OmoD09vTd,Trillest,isaintjames,Playground Sessions Vol 1,92897,48,0.00482,0.41,0.665,0.628,11,0.502,-8.773,1,0.127,182.517,4,0.899,3,focus
4XUuEwjqJ5rlZ1vKeECch5,Too Tired,Smartface,Easy Feet,116893,16,0.513,0.8,0.252,0.224,11,0.109,-9.816,1,0.214,77.997,3,0.495,1,focus
7yeWt7sq2oRlEZWv880u9E,CLOUD,Monsune,Tradition,180375,53,0.161,0.593,0.499,0.0885,9,0.256,-10.189,0,0.0441,82.983,4,0.548,3,sleep
1wtWa01Ycqxx3Zme6qsbgN,Loudest MF,Yellow Claw,Hood EDM,196964,0,0.00403,0.696,0.958,0.371,9,0.0874,-3.207,1,0.4,149.996,4,0.461,1,workout
4LNOEPVTrNZgTBiZym1n2R,Should I Stay or Should I Go,The Clash,London Calling / Combat Rock,187893,3,0.259,0.722,0.794,0.0,2,0.788,-11.009,1,0.0655,112.61,4,0.799,1,workout
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),178480,86,0.296,0.674,0.881,3.01e-06,9,0.0793,-2.853,1,0.147,98.994,4,0.234,5,party
0svF26CTB7zBwCMJTP9wsc,All In - Olin Batista Remix,Norman Doray,All In (Remixes),184718,42,0.00866,0.554,0.818,0.0,3,0.196,-3.526,1,0.106,125.028,4,0.454,3,sleep
1ZmOLLdiD40zv5NWLRR44N,Slumber Party,Sonny Side Up,Slumber Party,240000,48,0.0389,0.662,0.853,0.549,7,0.154,-7.261,1,0.0504,131.026,4,0.313,3,focus
6qFZbhksfzJOQ3LbXzv08h,Shifting Skies,Guustavv,Borta,128695,56,0.303,0.865,0.441,0.902,0,0.158,-8.289,1,0.0736,138.014,4,0.437,3,focus
4PUWpNtDejQwwa80LjvxXl,Sleepless Nights,ayokay,In the Shape of a Dream,197880,66,0.0563,0.663,0.696,6.25e-06,11,0.226,-5.994,1,0.0349,139.98,4,0.449,4,party
5N5hZYTM1yEFUw29fLWuaI,Everybody,Borgeous,Lights Out,230709,50,0.0796,0.639,0.893,0.0303,1,0.103,-4.949,1,0.311,154.971,4,0.594,3,workout
0i5el041vd6nxrGEU8QRxy,Cruise,Florida Georgia Line,Here's To The Good Times,208960,71,0.0191,0.457,0.948,0.0,10,0.0536,-3.364,1,0.0354,148.0,4,0.878,4,party
4ISaXTSLYWgnM6rX8EtGWc,Cumbia del Barrio,Sonido Condor,100% Poblano,190354,34,0.0557,0.612,0.413,0.0787,1,0.0823,-16.225,1,0.125,176.076,4,0.716,2,party
3onjZSevmsNh85iuKJCemd,Oasis,DJ Derelict,Oasis,215476,41,0.387,0.711,0.441,0.733,11,0.0817,-12.188,0,0.087,169.798,4,0.784,3,focus
7kqjF0uXE6Gps6MvO6Xu6Y,Flow,Casiio,Flow,72020,58,0.826,0.751,0.112,0.776,3,0.132,-15.714,0,0.0904,90.032,4,0.397,3,focus
3g4UyIcQwutiG0TfW32GnX,Esclavo de Tus Besos,Manuel Turizo,Esclavo de Tus Besos,219302,79,0.113,0.805,0.671,0.0,5,0.278,-5.316,1,0.111,90.979,4,0.522,4,workout
0u74chsSgmcIyhhOqTrEyV,Leaving Earth 2,Medasin,Irene,193413,52,0.757,0.479,0.423,0.776,5,0.0672,-14.568,0,0.0674,68.345,4,0.0696,3,focus
1Jp3egueDGwbrgylNPws6F,Man On The Moon,Britney Spears,Glory (Deluxe Version),226640,48,0.0311,0.711,0.668,9.51e-06,7,0.101,-5.962,0,0.0385,110.026,4,0.318,3,sleep
6Rh1rwJagYUEbzoAXtu1LA,Comerte A Besos,Justin Quiles,Comerte A Besos,230320,35,0.152,0.798,0.721,0.0,11,0.0814,-4.586,1,0.158,88.04,4,0.509,2,workout
3eV3nKmvSQKLs2d41u5ML1,Rue de Cevert,Enid Fergus,Rue de Cevert,243965,54,0.984,0.508,0.0203,0.93,9,0.109,-21.841,0,0.0445,94.791,4,0.0386,3,focus
4meLskE3DIQEBlBC18GS0Z,If you ever change your mind,Santo Trevisani,If you ever change your mind,122000,67,0.995,0.399,0.0913,0.965,7,0.173,-25.056,1,0.0597,78.819,5,0.369,4,focus
4JOjSfJqokAV6Ff2DhCZcf,Still Asleep,Emily Rubye,A Second to Forget,128857,12,0.931,0.324,0.216,0.86,5,0.152,-12.467,1,0.0294,75.983,4,0.245,1,focus
1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,Pretty Girl (Cheat Codes X CADE Remix),193613,77,0.15,0.703,0.868,0.132,7,0.104,-4.661,0,0.0291,121.03,4,0.733,4,party
0yyWxyeHt09K786RjTs6KH,Escape Gravity,Juni Tinley,Yoga Music,171759,54,0.857,0.15,0.0586,0.833,3,0.128,-28.755,1,0.0443,137.555,4,0.0357,3,workout
2TRnVXGSK4aBtfEOaB460m,Fool For You,Snoh Aalegra,FEELS,194303,68,0.846,0.58,0.278,0.000241,2,0.104,-11.569,1,0.0701,149.781,3,0.259,4,sleep
1I9dSqB5XSdwOfn9M8zpRg,Build Me Up From Bones,Sarah Jarosz,Build Me Up From Bones,216173,59,0.862,0.515,0.286,6.9e-05,5,0.106,-11.776,1,0.0378,115.076,4,0.284,3,sleep
6ZRuF2n1CQxyxxAAWsKJOy,Nights Like This (feat. Ty Dolla $ign),Kehlani,While We Wait,201787,80,0.367,0.61,0.725,0.0,8,0.154,-5.131,1,0.15,146.163,4,0.291,4,sleep
0ARK753YaiJbpLUk7z5yIM,Dilemma,Nelly,Nellyville,289173,78,0.211,0.725,0.534,2.91e-05,2,0.221,-8.364,0,0.167,168.119,4,0.621,4,party
3I3WY0C7AQMe6Z6hMUQqd5,Vals De Rodrigues,Eric Badanti,Vals De Rodrigues,161209,62,0.993,0.438,0.0368,0.944,11,0.0848,-24.304,0,0.0486,113.093,4,0.126,4,focus
6MlVFAUYOEBfyVQHYqeKBz,Ce Soir ? - HUGEL VIP edit,El Profesor,Ce Soir ? (HUGEL VIP edit),241951,54,0.00471,0.872,0.619,0.0185,5,0.604,-5.085,1,0.0526,122.989,4,0.178,3,party
5YSfZJE0EYrGVsWeYqv9xo,Double Trouble (Quavo feat. Meek Mill),Quality Control,Quality Control: Control The Streets Volume 2,176911,76,0.0769,0.868,0.661,7.33e-06,2,0.114,-3.67,1,0.233,165.02,4,0.482,4,workout
5OPoGFel9ubOb09aQT55yw,Port Alex,Altan,The Gap of Dreams,142251,53,0.86,0.606,0.232,0.812,7,0.117,-18.124,1,0.0929,177.822,4,0.641,3,focus
7lW2HbFRh65PMz82J7mPnb,passionfruit,Yaeji,EP2,274728,59,0.611,0.605,0.443,0.0917,8,0.111,-13.171,0,0.0351,111.87,4,0.196,3,party
5eqiMMbaeUZ32Q7sS00H35,Anaconda,Nicki Minaj,The Pinkprint (International Deluxe Explicit),260240,65,0.0668,0.964,0.605,7.78e-06,9,0.214,-6.223,1,0.179,129.994,4,0.646,4,workout
0JhKJg5ejeQ8jq89UQtnw8,Levels - Radio Edit,Avicii,Levels,199903,22,0.0585,0.62,0.881,0.714,1,0.311,-5.851,0,0.0372,126.035,4,0.415,2,workout
77vpyfnzo1ROWQERRRe21h,All Is Well,Austin Basham,All Is Well,256681,18,0.859,0.34,0.419,0.00211,11,0.141,-12.244,1,0.0337,99.938,4,0.263,1,sleep
3VBPPIu4MGBnMj4SF8sJBJ,Fragment,Ever So Blue,Fragment,153103,69,0.995,0.403,0.0621,0.932,6,0.0999,-28.678,1,0.049,135.761,4,0.146,4,focus
1Vv5St0rzB3054EvkADdQi,Jocelyn,Lost Wings,Jocelyn,146031,64,0.89,0.241,0.0178,0.867,0,0.17,-26.071,1,0.0411,105.319,4,0.0284,4,workout
0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,Evolve,204346,88,0.0622,0.776,0.78,0.0,10,0.081,-4.374,0,0.128,124.949,4,0.666,5,workout
1KIX0mqi0DNaBzbxcz8eud,Lake Okeechobee,Kray Stax,Lake Okeechobee,181874,47,0.668,0.819,0.48,0.191,9,0.134,-8.723,0,0.125,127.978,4,0.32,3,focus
4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,Maroon 5,Songs About Jane: 10th Anniversary Edition,259453,79,0.249,0.641,0.667,0.0,0,0.0987,-5.505,0,0.0254,102.002,4,0.51,4,sleep
1Qf07UNBIu1XolBnl7XTi8,Like We Do,Fedde Le Grand,Like We Do,161992,58,0.0125,0.614,0.96,0.687,2,0.366,-5.081,1,0.0465,128.019,4,0.0392,3,party
49v7kRlVxnwrrJzCRxeRXl,Undo - AWAY Remix,RL Grime,"NOVA (The Remixes, Vol. 1)",212571,59,0.137,0.72,0.633,0.00157,5,0.122,-5.212,0,0.0633,140.027,4,0.634,3,workout
2kBgJXGbVA6WcA40IFA9KF,Tu Cariñito,Puerto Rican Power,2 Grandes de la Salsa Vol. 4,251253,66,0.33,0.691,0.873,1.63e-06,5,0.0362,-8.758,0,0.0382,93.685,4,0.916,4,party
21rxhltWEcMhJmEaSbma3z,Keep Me,Elliot Ziegler,Sleepless,190000,66,0.992,0.399,0.0901,0.918,7,0.105,-19.833,1,0.0426,112.784,4,0.0738,4,focus
4sjty8PrUy3ut5xT8CRg2t,Wake Up (RIOT VIP),RIOT,Wake Up (RIOT VIP),292915,48,0.0251,0.341,0.995,7.01e-05,7,0.713,0.052,1,0.626,160.311,4,0.0801,3,workout
5lzp3WgXCd94gI7cQaQ9bQ,NEVER GONNA LIKE YOU,Bea Miller,NEVER GONNA LIKE YOU,206817,66,0.146,0.666,0.702,0.0,5,0.127,-1.716,1,0.11,160.05,4,0.417,4,party
5hpZxgvARgsbmQjQaGmYIW,Forevertime Journeys,naran ratan,Trees etc.,93000,37,0.982,0.214,0.137,0.621,0,0.128,-18.59,1,0.0365,186.163,4,0.0668,2,focus
0ELqe9dtV7NIrXAnI59snn,Isonzo,Davorka Poljak,Isonzo,107500,59,0.995,0.372,0.133,0.937,2,0.105,-21.636,1,0.047,72.147,4,0.503,3,focus
5pW55ydTQ4a810ReUk8haw,Longing,Kari Bin,Piano & Chill,121973,59,0.996,0.363,0.0263,0.962,6,0.0848,-29.73,1,0.0708,165.688,4,0.357,3,focus
7CgMevmCBwaGAEjXtvaj0e,If You Come Back (Aerocity Rework),Aerocity,If You Come Back (Aerocity Rework),271014,52,0.383,0.215,0.311,0.785,4,0.187,-12.345,0,0.033,144.989,4,0.0332,3,focus
3VJ1ShStmNbprDcli1oZBL,Que Bello,Sonora Tropicana,20 Grandes Exitos,249704,5,0.263,0.656,0.466,3.06e-05,7,0.0607,-7.928,1,0.076,204.019,4,0.93,1,party
7Hdv1ksjckBo3ntsQfJWPy,June,Lilac,June,128000,59,0.89,0.709,0.216,0.925,0,0.0585,-15.804,1,0.13,75.088,4,0.362,3,focus
3T4UodGkfZObJ43RtA5KFU,Connection,OneRepublic,Connection,148459,73,0.000837,0.611,0.602,0.0,5,0.112,-4.89,1,0.0437,168.154,4,0.624,4,workout
7hXKIp3IX3nrvHkq34zbMG,The Art Of Love,Sahlene Williams,The Art Of Love,185879,66,0.967,0.188,0.0259,0.957,11,0.103,-23.169,1,0.0369,78.517,4,0.0625,4,workout
3KumNG1cPv2wf7R7t4Hm0V,Breathing Like the Pastures,Rand Aldo,Breathing Like the Pastures,221177,55,0.933,0.447,0.128,0.851,9,0.102,-19.883,1,0.0312,99.895,4,0.0393,3,focus
1gLbbnyTOnx6LrCQ87c0gp,For Stormboy,Rhiannon Bannenberg,Ambrosia (Official Soundtrack),96500,65,0.992,0.197,0.0473,0.861,8,0.0878,-29.125,0,0.0441,123.367,3,0.127,4,focus
3s6G4egY4X4bybQENCMzuR,Moving Noises,Lübecker,Digiregen,130571,41,0.0,0.0,0.0,0.0,0,0.0,-55.858,0,0.0,0.0,0,0.0,3,focus
1oV6H3exvajhCxXnCyIFc0,Uh Huh,Molly Brazy,Uh Huh,160496,41,0.0092,0.836,0.365,0.0,1,0.0592,-15.027,1,0.504,172.049,4,0.38,3,sleep
7e6jUB4fWipcRALopUZMcp,Bambini,Mike Williams,Bambini,162187,7,0.000763,0.477,0.916,0.684,1,0.124,-4.94,1,0.037,127.988,4,0.112,1,sleep
2ZncNC25YF9B0SJVAl5Tpv,Soar,Noise Makers,White Noise,206816,46,0.996,0.0,0.0212,0.999,11,0.284,-46.266,0,0.0,0.0,0,0.0,3,focus
3FTyr2M2y5D2jjOStBGutn,If You Can Afford Me,Katy Perry,One Of The Boys,198346,43,0.0109,0.617,0.887,0.0,6,0.228,-3.191,1,0.0943,149.97,4,0.855,3,workout
2wRXbDpe0Uv0ebgsCSkXHO,School's Out - Single Version,Alice Cooper,Another Shot of Old Skool of Rock,208240,8,0.00166,0.272,0.814,0.0694,5,0.493,-6.645,1,0.0433,134.767,4,0.398,1,party
0QqRbSMVB8TuRp1mGRwtDU,Reflections,Gabriel Femi,Kosmos,115814,57,0.979,0.659,0.149,0.946,7,0.114,-16.799,1,0.0515,119.869,4,0.322,3,focus
2qVGmHSlfAhGZJifXVNwUI,Untamed,Eddie Berman,Untamed,238213,17,0.784,0.397,0.264,0.176,4,0.113,-11.396,1,0.029,90.771,4,0.0857,1,sleep
2HuHEKWdKWAvsU2lNeqcep,Do It Tonight - Tom Staar Remix,Cedric Gervais,Do It Tonight (Tom Staar Remix),171637,54,0.0659,0.6,0.997,0.813,4,0.428,-3.011,0,0.0758,124.997,4,0.257,3,party
4gphxUgq0JSFv2BCLhNDiE,Jailhouse Rock,Elvis Presley,Elvis' Golden Records,146480,73,0.41,0.647,0.582,1.93e-06,10,0.0715,-9.538,0,0.0755,167.396,4,0.915,4,sleep
6OaJWCAMKKZOP8Fu2TYQo6,Alpine Sketch,Christian Löffler,Young Alaska,102034,11,0.974,0.356,0.00715,0.917,1,0.115,-31.384,1,0.0408,70.035,5,0.323,1,focus
5U3bP9uo4feylPm9AmLzXI,A New Color,N KRAMER,A New Color,198915,36,0.934,0.571,0.285,0.898,7,0.12,-17.016,1,0.0564,177.974,4,0.181,2,focus
0fAlHNRuvCQdxy7VD5lgaW,Fragile,Ian Wong,Fragile,172495,61,0.984,0.405,0.233,0.955,7,0.112,-21.146,0,0.0373,137.727,3,0.408,4,focus
2uQvqa4rGcqdC0iP4LDGUq,Velvet Garden,City Girl,Neon Impasse,233197,53,0.819,0.418,0.158,0.739,2,0.0911,-14.005,1,0.0852,85.762,4,0.124,3,focus
3jWg7XCHY24jxA6MR337j7,Factory Dulled Sound,Bits & Noise,Monotany,153805,52,0.946,0.0,0.59,0.996,0,0.127,-42.798,0,0.0,0.0,0,0.0,3,focus
7vF6BeR1XaVvgDVX0zpJKv,De Angelis,Antoine Minot,De Angelis,143659,57,0.989,0.45,0.0284,0.949,7,0.122,-21.285,0,0.0423,91.138,4,0.287,3,focus
22Nb194SYRoeGp0D925X0d,Drifter (feat. Dyu),Don Diablo,Drifter (feat. DYU),179523,52,0.26,0.753,0.96,0.00105,11,0.69,-3.7,1,0.099,125.979,3,0.693,3,party
762vNiCFtKfWLdnalxefgI,What Is It,Kideko,What Is It,146097,59,0.00546,0.602,0.935,0.492,2,0.67,-5.261,1,0.049,125.005,4,0.825,3,party
33YmfTNoLnbkRnOjf7YIVm,Lean On (feat. MØ & DJ Snake),Major Lazer,Peace Is The Mission,176561,60,0.00346,0.723,0.809,0.00123,7,0.565,-3.081,0,0.0625,98.007,4,0.274,3,party
65ES1qwOB577ZnTkizMXJJ,HUMBLE. - SKRILLEX REMIX,Skrillex,HUMBLE. (SKRILLEX REMIX),156800,71,0.00778,0.898,0.935,3.63e-05,11,0.217,-2.744,1,0.291,150.016,4,0.884,4,workout
3Rc2ajBMInxeNGVkMPC92Y,Dancing On My Own,Robyn,Body Talk Pt. 1,285973,55,0.0659,0.68,0.874,0.245,6,0.096,-4.676,1,0.0339,117.014,4,0.255,3,sleep
0BSra68rArc3aX2KurwAcI,Fuego,Eddie Thoneick,Fuego,166016,54,0.00416,0.626,0.981,0.933,2,0.299,-5.834,1,0.0473,123.998,4,0.748,3,party
3a1DVjwshmHW9DR7pJMTaR,Find,Shallou,Find,219118,56,0.054,0.55,0.468,0.00108,0,0.232,-7.608,1,0.0425,92.06,4,0.293,3,sleep
1tNpRWu5tHylrVuMAhzvNz,Oracle Night,HM Surf,Chillhop Essentials Summer 2018,150000,54,0.96,0.667,0.0746,0.883,11,0.156,-20.563,1,0.0492,82.028,4,0.151,3,focus
3dWpRjCmaHbroNahuSeX11,Rebota - Remix,Guaynaa,Rebota (Remix),262000,85,0.205,0.885,0.857,0.0,0,0.671,-2.279,0,0.204,90.025,4,0.818,5,party
2WtiPe65QtWPPYcUOJ5y61,All The Small Things,blink-182,All The Small Things,173826,2,0.00943,0.444,0.844,0.0,0,0.404,-7.561,1,0.048,148.558,4,0.705,1,workout
0KL9K9gnnbVEdA5t1F6EIs,Sunburn,DROELOE,Sunburn,226981,5,0.12,0.694,0.726,0.00258,0,0.215,-7.297,0,0.0322,105.968,4,0.451,1,sleep
1pBO9JDqh1y3TbCKEO1OvG,Nostalgic,A R I Z O N A,Nostalgic,182667,70,0.246,0.691,0.538,0.163,0,0.178,-9.952,1,0.103,99.972,4,0.329,4,party
26l6Ll6gjTkxgVgzuUq0AE,flâner,Sabine Paulet,flâner,195500,59,0.987,0.407,0.156,0.874,1,0.0957,-19.551,1,0.0374,102.63,4,0.342,3,focus
1CUC5jQcqtGhCjrWWUFnc5,April - Cherry Licks,The Breed,April - Cherry Licks,134272,43,0.167,0.64,0.602,0.707,3,0.269,-6.728,0,0.189,80.975,4,0.175,3,focus
3NVYXqjBYy5caVac5RRNxj,MIND OF A GENIUS,Türküm,ANTI-SOBER,140952,55,0.00893,0.618,0.819,0.000272,1,0.381,-5.854,1,0.0397,125.96,4,0.176,3,workout
20xGCo14PHgTfYHeD2oN6v,Intergalaxy,Extrana,Intergalaxy,216434,45,0.924,0.598,0.173,0.908,9,0.127,-15.621,0,0.0351,89.98,4,0.132,3,focus
64VKvc1315CpzlKRw77hK7,What May Come,Gavin Luke,To the Moon and Beyond,168473,54,0.957,0.389,0.0483,0.9,1,0.102,-20.849,1,0.0339,81.917,4,0.337,3,focus
1GeNui6m825V8jP4uKiIaH,Bad Bad Bad (feat. Lil Baby),Young Thug,So Much Fun,149040,87,0.0976,0.974,0.596,0.0,6,0.151,-8.888,1,0.184,111.959,4,0.892,5,workout
4lEGaSBdRx32m3WaJbkiIk,"Mis Papis Si Te Quieren (feat. Los Jefes Del Amor, Grupo Magayin)",Los Papis RA7,Mis Papis Si Te Quieren,231192,42,0.161,0.62,0.527,0.00654,5,0.0531,-6.072,0,0.0997,179.732,4,0.91,3,party
78DVpEWwmJFC25KGz8fJuE,Clavado En Un Bar,Maná,Sueños Líquidos,310813,72,0.00737,0.634,0.854,2.49e-06,11,0.0664,-3.444,1,0.0369,148.003,4,0.564,4,party
0M2Hulw1kJWfUFIOKGbg29,The Dance,Lambert,True,166375,52,0.965,0.426,0.242,0.926,1,0.0957,-20.741,0,0.0275,147.179,3,0.559,3,focus
4FhnMxJl07otC7paG9G8SV,Under a Starlit Sky,Bill Valentino,Under a Starlit Sky,149629,54,0.94,0.875,0.0491,0.873,4,0.11,-19.577,1,0.0779,119.898,4,0.232,3,focus
73VpGHucDuzwtFJiT59bEG,Childhood,Steven Mudd,Evoluer: Solo Piano,163273,65,0.993,0.589,0.127,0.941,6,0.0924,-19.876,1,0.0366,155.043,3,0.351,4,focus
6MzBYN0SeX2sPFnl5DEmD2,Cricks And Cracks,The Noise Project,White Noise,154399,44,0.0,0.0,0.0,0.0,1,0.0,-58.555,1,0.0,0.0,0,0.0,3,focus
0C5X8RJXZNuGO2CfQJumb5,The Violence,Asking Alexandria,The Violence,208395,68,0.00618,0.646,0.851,0.0,8,0.629,-4.22,0,0.0662,129.918,4,0.333,4,workout
